"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3841,264
2,21,8560,688
3,26,9827,946
4,9,9569,1076
5,11,8373,1193
6,14,6917,1068
7,21,5577,926
8,14,4854,835
9,12,3910,707
10,15,3166,588
11,10,2700,512
12,2,2196,408
13,12,1718,382
14,6,1523,313
15,7,1442,258
16,12,1132,214
17,8,930,199
18,3,830,142
19,6,724,145
20,7,609,115
21,6,537,107
22,7,515,103
23,4,464,78
24,4,390,78
25,2,327,72
26,4,298,49
27,5,275,46
28,2,279,48
29,4,243,33
30,2,209,28
31,3,174,30
32,3,180,28
33,2,145,27
34,3,136,31
35,5,125,23
36,11,133,18
37,2,135,14
38,3,88,14
39,3,73,15
40,0,90,14
41,1,64,10
42,2,72,6
43,3,69,9
44,1,71,7
45,6,69,10
46,4,50,4
47,6,50,14
48,1,34,8
49,3,43,7
50,5,43,4
51,4,46,1
52,7,24,0
53,0,29,4
54,2,34,3
55,1,28,5
56,6,24,3
57,8,24,2
58,6,23,3
59,10,23,2
60,4,13,2
