"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4659,320
2,16,10521,801
3,26,11880,1045
4,23,11341,1180
5,20,9839,1292
6,31,8106,1145
7,19,6582,1008
8,24,5830,917
9,26,4673,780
10,12,3803,670
11,16,3283,578
12,12,2699,469
13,12,2187,433
14,16,1941,361
15,11,1885,294
16,11,1526,250
17,7,1235,227
18,3,1082,170
19,9,1002,177
20,6,836,140
21,4,721,129
22,7,691,120
23,7,613,99
24,3,503,90
25,5,474,92
26,8,443,61
27,8,372,58
28,4,371,65
29,3,335,37
30,7,285,37
31,4,236,38
32,1,254,36
33,1,220,37
34,8,194,40
35,5,183,27
36,4,188,24
37,7,184,16
38,5,136,17
39,1,103,18
40,3,122,18
41,0,88,11
42,6,100,11
43,1,97,13
44,4,103,8
45,1,93,12
46,1,68,8
47,2,57,14
48,4,54,9
49,5,68,7
50,3,59,4
51,4,61,2
52,2,42,0
53,1,50,5
54,3,47,4
55,6,41,5
56,2,35,5
57,4,30,3
58,2,32,6
59,2,32,3
60,1,25,3
