"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,3250,228
2,82,7152,615
3,79,8414,875
4,116,8335,1016
5,111,7345,1121
6,79,6078,998
7,78,4960,868
8,91,4278,775
9,40,3423,640
10,38,2767,543
11,59,2348,458
12,55,1914,376
13,27,1486,352
14,40,1282,270
15,35,1195,228
16,25,912,183
17,21,749,175
18,21,660,131
19,16,576,136
20,22,474,97
21,22,412,91
22,16,409,91
23,13,359,64
24,7,311,67
25,17,244,63
26,15,227,42
27,15,220,36
28,8,222,43
29,11,181,30
30,3,169,25
31,7,138,25
32,9,136,23
33,8,107,25
34,9,111,23
35,6,97,21
36,6,93,16
37,4,97,10
38,4,78,10
39,4,53,12
40,8,76,11
41,4,48,9
42,4,60,5
43,5,52,7
44,3,57,6
45,1,45,6
46,5,43,3
47,1,39,14
48,9,27,7
49,6,33,3
50,1,39,4
51,1,28,1
52,1,14,0
53,3,25,4
54,0,26,2
55,2,20,3
56,3,19,1
57,4,14,1
58,0,18,2
59,2,14,1
60,1,10,1
