"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,2427,198
2,152,5497,516
3,198,6737,725
4,190,6904,847
5,178,6111,942
6,186,5158,839
7,118,4111,733
8,90,3566,640
9,97,2796,532
10,87,2335,452
11,58,1908,369
12,64,1584,314
13,55,1198,288
14,43,1037,220
15,26,939,179
16,37,720,142
17,24,586,143
18,26,539,107
19,15,464,106
20,27,370,83
21,17,303,70
22,13,321,72
23,14,292,54
24,16,241,52
25,10,186,43
26,14,151,35
27,10,171,26
28,10,171,36
29,5,129,23
30,7,126,19
31,3,95,22
32,6,95,15
33,7,91,21
34,6,79,18
35,3,75,16
36,4,65,15
37,7,65,7
38,5,52,7
39,2,39,8
40,4,60,10
41,5,40,7
42,4,41,3
43,1,36,3
44,7,42,5
45,1,35,6
46,2,33,3
47,2,29,10
48,1,21,2
49,2,30,2
50,1,26,3
51,3,26,1
52,2,10,0
53,1,15,3
54,1,23,2
55,0,15,2
56,1,15,1
57,1,10,1
58,0,12,1
59,0,12,1
60,0,7,1
