"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2273,187
2,40,5076,477
3,62,6266,678
4,92,6451,764
5,91,5708,847
6,61,4845,767
7,62,3842,670
8,35,3362,575
9,30,2620,480
10,28,2164,418
11,39,1770,331
12,24,1485,278
13,19,1115,266
14,21,953,202
15,10,868,167
16,6,674,128
17,13,550,131
18,8,507,99
19,7,435,97
20,15,354,78
21,11,282,61
22,5,292,63
23,5,269,44
24,7,224,46
25,6,167,41
26,0,140,33
27,5,158,24
28,3,161,32
29,2,119,21
30,3,122,18
31,1,88,19
32,1,90,14
33,2,86,18
34,5,72,18
35,5,72,14
36,0,60,13
37,1,62,6
38,1,46,6
39,4,38,8
40,1,54,9
41,2,40,6
42,0,41,2
43,0,34,3
44,2,39,5
45,0,35,6
46,2,35,3
47,2,24,9
48,0,20,2
49,0,29,2
50,1,23,3
51,0,22,1
52,3,10,0
53,0,15,3
54,0,23,2
55,0,14,2
56,0,12,1
57,0,10,1
58,0,12,1
59,0,12,1
60,1,6,1
