"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4483,304
2,40,10114,771
3,33,11478,1017
4,48,10938,1152
5,30,9480,1265
6,26,7821,1128
7,29,6338,982
8,26,5579,890
9,15,4464,759
10,22,3646,647
11,16,3140,561
12,11,2587,455
13,16,2059,422
14,17,1834,353
15,14,1774,284
16,16,1424,243
17,15,1163,220
18,8,1013,159
19,11,931,175
20,6,767,130
21,8,671,121
22,2,640,119
23,8,573,93
24,10,482,86
25,6,437,90
26,2,401,57
27,3,344,56
28,2,348,61
29,0,305,34
30,1,267,36
31,4,231,33
32,5,241,36
33,3,205,35
34,2,182,39
35,1,167,26
36,0,173,22
37,1,165,15
38,2,121,15
39,1,96,16
40,2,114,16
41,0,82,11
42,2,93,10
43,3,90,12
44,2,96,8
45,1,83,12
46,2,63,5
47,2,52,13
48,2,52,9
49,3,66,7
50,1,59,4
51,5,54,1
52,4,37,0
53,4,46,5
54,1,43,3
55,4,37,6
56,1,32,5
57,2,30,3
58,0,31,6
59,5,29,3
60,3,23,2
