"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,3536,241
2,82,7840,651
3,158,9056,899
4,164,8821,1032
5,161,7733,1149
6,126,6421,1022
7,80,5197,891
8,69,4492,797
9,87,3586,667
10,72,2906,561
11,48,2475,476
12,49,2000,390
13,55,1562,363
14,37,1358,285
15,24,1275,235
16,37,986,198
17,34,802,185
18,30,718,135
19,26,623,137
20,27,503,103
21,13,446,99
22,16,452,97
23,19,395,68
24,10,341,68
25,15,275,68
26,14,246,42
27,9,235,38
28,10,243,45
29,7,199,31
30,8,182,27
31,8,149,29
32,7,148,23
33,4,113,25
34,7,124,25
35,8,102,24
36,5,108,18
37,10,105,11
38,8,81,11
39,2,58,14
40,8,80,11
41,6,49,10
42,3,61,5
43,3,58,7
44,4,64,6
45,6,49,6
46,0,45,3
47,7,40,13
48,1,31,8
49,4,37,6
50,2,39,4
51,7,35,1
52,4,16,0
53,2,26,4
54,4,27,2
55,4,20,5
56,1,20,2
57,2,17,1
58,1,20,2
59,0,15,1
60,3,12,1
