"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,1,221
2,64,2732,577
3,78,6121,832
4,90,7613,985
5,61,7768,1082
6,42,6887,958
7,69,5739,833
8,47,4651,748
9,39,4043,614
10,35,3211,511
11,36,2632,433
12,24,2214,364
13,18,1820,337
14,25,1403,260
15,21,1199,217
16,15,1115,170
17,22,846,169
18,16,697,123
19,7,616,130
20,14,536,93
21,11,440,86
22,6,387,85
23,6,375,62
24,9,339,62
25,7,281,59
26,5,230,38
27,3,206,33
28,8,201,41
29,8,204,27
30,7,164,23
31,8,159,24
32,10,129,20
33,0,118,23
34,6,104,22
35,5,100,18
36,6,83,16
37,1,81,8
38,6,80,9
39,2,66,11
40,4,48,11
41,3,66,7
42,4,40,4
43,3,51,5
44,3,45,6
45,8,52,6
46,9,42,3
47,4,39,11
48,5,34,3
49,2,24,3
50,3,32,4
51,3,30,1
52,1,27,0
53,3,13,3
54,0,22,2
55,3,26,3
56,6,18,1
57,3,18,1
58,3,14,1
59,3,16,1
60,1,14,1
NA,NA,9,NA
