"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,31,2371,192
2,159,5338,503
3,171,6579,705
4,170,6720,812
5,175,5963,897
6,104,5034,803
7,80,4013,712
8,91,3485,610
9,85,2722,502
10,74,2263,440
11,36,1855,355
12,58,1548,301
13,30,1172,276
14,25,1006,213
15,37,909,175
16,30,702,136
17,21,578,141
18,23,521,103
19,23,453,102
20,12,364,82
21,8,292,68
22,11,315,67
23,9,282,51
24,12,230,50
25,10,176,42
26,10,149,35
27,7,172,26
28,6,165,35
29,8,124,22
30,7,125,19
31,7,94,21
32,7,92,15
33,6,90,19
34,3,75,18
35,2,74,14
36,7,64,14
37,3,65,7
38,4,52,6
39,2,40,8
40,6,58,10
41,2,39,7
42,1,41,2
43,2,38,3
44,2,41,5
45,2,35,6
46,1,34,3
47,0,27,10
48,1,22,2
49,1,30,2
50,1,25,3
51,0,22,1
52,0,10,0
53,3,15,3
54,4,22,2
55,0,15,2
56,0,12,1
57,0,10,1
58,2,12,1
59,0,12,1
60,1,8,1
