"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4212,283
2,22,9431,726
3,27,10703,981
4,36,10283,1116
5,24,8931,1230
6,23,7392,1098
7,15,5971,960
8,14,5245,864
9,16,4198,737
10,14,3413,621
11,16,2920,533
12,17,2402,434
13,6,1890,411
14,13,1666,341
15,15,1610,271
16,12,1287,228
17,11,1040,207
18,5,922,152
19,11,835,162
20,6,700,122
21,5,617,110
22,4,580,111
23,2,532,87
24,5,442,81
25,3,390,83
26,4,356,52
27,3,312,51
28,2,312,56
29,4,277,34
30,4,244,34
31,0,204,32
32,3,216,31
33,5,177,33
34,2,168,35
35,0,146,25
36,1,152,20
37,1,153,14
38,2,111,15
39,1,86,15
40,2,99,14
41,2,74,10
42,1,83,8
43,0,78,11
44,1,85,7
45,1,77,11
46,2,57,5
47,2,49,13
48,2,45,8
49,1,59,7
50,4,50,4
51,4,48,1
52,2,28,0
53,5,38,4
54,3,38,3
55,4,31,6
56,2,27,3
57,2,28,2
58,0,29,4
59,1,25,2
60,5,21,2
