"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4166,282
2,14,9343,721
3,20,10606,979
4,23,10205,1113
5,15,8867,1228
6,19,7346,1093
7,16,5922,956
8,14,5202,861
9,21,4159,734
10,15,3387,617
11,19,2900,532
12,16,2382,430
13,13,1872,408
14,13,1655,340
15,6,1595,271
16,6,1266,227
17,4,1024,207
18,7,914,150
19,12,824,162
20,4,685,122
21,2,606,109
22,8,578,111
23,8,522,86
24,6,438,80
25,6,382,82
26,8,346,52
27,3,309,51
28,4,306,54
29,5,275,34
30,7,240,33
31,2,200,32
32,8,208,31
33,7,172,32
34,6,160,33
35,3,148,24
36,5,152,20
37,0,151,14
38,3,110,15
39,5,88,15
40,3,98,14
41,4,73,11
42,0,82,7
43,7,77,10
44,3,83,8
45,0,79,11
46,3,55,4
47,4,49,14
48,7,45,8
49,5,55,7
50,3,50,4
51,1,49,1
52,5,29,0
53,5,37,4
54,10,38,3
55,2,30,5
56,4,26,3
57,4,27,2
58,2,30,4
59,2,23,2
60,5,20,2
