"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,2956,223
2,122,6563,592
3,99,7924,843
4,86,8011,999
5,85,7056,1091
6,66,5877,972
7,61,4760,849
8,50,4125,756
9,46,3298,631
10,36,2686,522
11,20,2246,449
12,31,1857,371
13,30,1450,344
14,22,1231,262
15,13,1148,225
16,18,867,181
17,10,718,171
18,16,635,128
19,15,558,132
20,11,458,93
21,14,401,89
22,12,389,89
23,9,346,62
24,8,291,64
25,5,239,61
26,5,211,40
27,4,209,33
28,11,213,41
29,8,170,27
30,5,165,24
31,5,131,24
32,2,126,22
33,8,108,24
34,3,106,23
35,8,87,20
36,4,90,16
37,4,84,8
38,2,67,10
39,7,53,11
40,2,69,11
41,1,44,9
42,2,54,4
43,1,49,6
44,4,57,6
45,1,43,6
46,2,40,3
47,4,37,13
48,3,26,6
49,3,34,3
50,4,34,4
51,4,28,1
52,0,15,0
53,4,24,4
54,3,25,2
55,3,20,3
56,1,18,1
57,3,14,1
58,3,17,2
59,2,14,1
60,2,9,1
