"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,4703,323
2,37,10602,811
3,41,11976,1052
4,48,11432,1184
5,46,9912,1297
6,31,8143,1150
7,42,6621,1012
8,42,5868,921
9,32,4706,782
10,24,3827,669
11,26,3325,581
12,23,2724,473
13,14,2207,437
14,10,1952,363
15,27,1902,298
16,9,1540,251
17,11,1246,227
18,23,1089,172
19,14,1012,179
20,13,847,141
21,11,728,129
22,15,705,120
23,6,622,101
24,8,506,90
25,9,474,91
26,6,442,61
27,9,376,58
28,6,375,65
29,7,336,37
30,4,287,37
31,2,242,39
32,4,259,36
33,0,224,37
34,3,195,41
35,2,184,27
36,5,198,24
37,1,186,16
38,0,139,17
39,7,109,19
40,4,128,19
41,3,93,11
42,2,103,11
43,1,97,16
44,4,102,9
45,1,90,12
46,0,68,7
47,5,61,13
48,3,54,9
49,4,66,8
50,3,61,4
51,4,59,2
52,1,41,0
53,2,48,5
54,0,47,4
55,7,43,7
56,1,36,5
57,2,32,3
58,2,34,6
59,1,31,3
60,4,25,3
