"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2213,184
2,8,4944,472
3,24,6106,665
4,25,6294,750
5,19,5597,838
6,24,4733,751
7,19,3780,662
8,12,3285,562
9,17,2562,469
10,10,2126,408
11,9,1737,325
12,8,1457,275
13,6,1098,258
14,6,934,196
15,3,847,163
16,2,661,126
17,3,543,130
18,7,497,97
19,2,428,95
20,1,345,78
21,2,274,59
22,6,290,61
23,1,264,44
24,5,219,44
25,1,163,41
26,0,140,33
27,0,156,24
28,2,160,32
29,1,115,21
30,0,121,18
31,2,86,19
32,1,88,14
33,0,84,18
34,5,70,18
35,2,71,14
36,0,58,12
37,1,62,6
38,1,46,6
39,2,37,8
40,1,54,9
41,1,37,6
42,1,39,2
43,3,34,3
44,1,38,5
45,0,33,6
46,0,34,3
47,1,23,9
48,0,20,2
49,0,29,2
50,1,23,3
51,0,23,1
52,0,12,0
53,1,15,3
54,2,22,2
55,0,14,2
56,1,13,1
57,0,10,1
58,1,11,0
59,1,11,1
60,0,6,1
