"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4597,314
2,17,10390,793
3,13,11756,1040
4,26,11230,1168
5,33,9739,1279
6,31,8016,1140
7,29,6503,999
8,32,5742,906
9,29,4597,770
10,24,3736,659
11,26,3227,574
12,16,2669,463
13,21,2152,428
14,24,1907,360
15,21,1834,290
16,20,1498,246
17,8,1207,226
18,13,1047,165
19,19,980,176
20,17,820,135
21,15,703,125
22,11,673,120
23,2,595,95
24,8,498,87
25,13,458,91
26,11,416,59
27,9,360,56
28,6,357,63
29,7,326,36
30,6,278,36
31,5,235,35
32,7,252,36
33,2,213,36
34,7,186,39
35,3,174,26
36,7,180,23
37,8,177,15
38,1,131,16
39,5,99,17
40,5,113,16
41,2,85,11
42,4,96,11
43,1,95,12
44,1,99,9
45,1,88,12
46,4,67,6
47,1,55,13
48,2,53,9
49,4,65,7
50,2,59,4
51,1,57,1
52,0,39,0
53,1,46,5
54,0,45,4
55,2,38,6
56,3,35,5
57,2,30,3
58,1,32,6
59,2,29,3
60,0,23,2
