"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2182,180
2,38,4890,470
3,26,6053,664
4,37,6222,746
5,28,5549,834
6,24,4692,744
7,18,3744,662
8,24,3255,555
9,19,2528,466
10,13,2100,408
11,13,1719,322
12,7,1439,269
13,5,1088,257
14,7,928,194
15,13,834,162
16,5,656,125
17,7,541,128
18,3,486,96
19,0,425,95
20,2,342,77
21,5,267,58
22,3,283,61
23,4,262,44
24,6,217,42
25,5,157,41
26,6,139,33
27,3,153,24
28,0,161,32
29,2,114,21
30,2,119,17
31,3,84,19
32,5,87,14
33,2,84,17
34,1,71,17
35,1,72,14
36,1,57,12
37,2,58,6
38,0,46,6
39,1,38,7
40,1,54,9
41,1,37,6
42,1,39,2
43,1,34,3
44,1,38,5
45,0,33,6
46,0,33,3
47,0,23,9
48,0,20,2
49,1,30,2
50,0,22,3
51,1,22,1
52,1,10,0
53,0,14,3
54,3,21,2
55,2,13,2
56,2,12,1
57,0,9,1
58,1,11,0
59,1,10,1
60,3,6,1
