"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4769,329
2,57,10774,818
3,65,12183,1063
4,53,11602,1192
5,67,10043,1307
6,64,8248,1159
7,54,6698,1018
8,51,5938,928
9,70,4779,790
10,30,3886,674
11,26,3371,582
12,34,2773,476
13,32,2248,439
14,35,1983,365
15,27,1942,302
16,27,1571,253
17,17,1275,227
18,12,1114,174
19,13,1032,184
20,9,863,142
21,13,739,129
22,6,712,120
23,11,630,102
24,7,522,91
25,7,489,91
26,10,446,62
27,11,382,59
28,4,384,67
29,8,337,38
30,8,293,37
31,2,238,41
32,2,263,37
33,8,231,38
34,7,203,41
35,8,186,27
36,5,202,25
37,10,186,17
38,3,137,17
39,4,106,20
40,3,131,19
41,6,96,12
42,5,107,11
43,5,98,16
44,2,103,9
45,0,93,12
46,1,74,8
47,2,64,14
48,0,55,9
49,3,67,8
50,3,61,4
51,3,63,2
52,0,42,0
53,0,48,5
54,1,48,4
55,3,43,6
56,1,37,5
57,1,35,3
58,2,33,6
59,2,31,3
60,0,25,3
