"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2136,177
2,44,4758,464
3,47,5903,656
4,37,6068,736
5,42,5413,821
6,29,4580,734
7,29,3658,647
8,21,3168,543
9,16,2469,458
10,21,2055,403
11,13,1683,314
12,9,1410,259
13,8,1059,251
14,8,914,187
15,5,807,155
16,5,646,123
17,10,534,126
18,4,477,95
19,4,418,93
20,4,329,75
21,3,263,57
22,3,278,61
23,2,259,44
24,1,212,41
25,3,153,36
26,2,132,33
27,4,147,24
28,5,153,32
29,5,112,22
30,2,116,17
31,2,81,18
32,1,85,14
33,3,80,17
34,3,69,17
35,2,67,13
36,0,59,12
37,0,58,6
38,0,45,6
39,2,36,7
40,0,53,9
41,0,37,6
42,1,38,2
43,1,33,3
44,0,38,4
45,0,33,6
46,0,32,3
47,2,24,9
48,0,18,2
49,0,28,2
50,0,20,3
51,1,21,1
52,0,10,0
53,0,14,3
54,0,21,2
55,0,13,2
56,0,12,1
57,0,10,1
58,0,11,0
59,0,9,1
60,0,6,1
