"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4089,277
2,34,9167,713
3,39,10434,969
4,40,10057,1105
5,50,8739,1215
6,36,7257,1089
7,25,5835,945
8,29,5109,852
9,18,4097,721
10,27,3323,612
11,35,2845,525
12,42,2336,423
13,21,1835,404
14,15,1615,335
15,27,1552,269
16,20,1227,225
17,20,999,203
18,16,888,148
19,30,790,157
20,16,658,120
21,11,588,109
22,12,551,109
23,16,505,82
24,8,422,80
25,14,368,77
26,19,327,49
27,10,295,48
28,7,299,53
29,9,262,34
30,9,231,30
31,5,198,31
32,11,198,29
33,6,164,31
34,2,152,33
35,2,141,24
36,4,144,19
37,11,149,14
38,8,104,14
39,6,80,15
40,3,95,14
41,6,70,10
42,4,79,7
43,3,75,11
44,4,78,7
45,3,73,10
46,2,55,4
47,4,50,14
48,5,43,8
49,2,52,7
50,3,45,4
51,0,48,1
52,3,25,0
53,1,34,4
54,0,37,3
55,0,28,5
56,1,28,3
57,0,23,2
58,2,29,3
59,2,24,2
60,2,16,2
