"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,4266,288
2,42,9584,737
3,93,10917,986
4,53,10466,1131
5,41,9066,1229
6,77,7480,1106
7,47,6048,963
8,50,5297,869
9,41,4251,740
10,42,3460,631
11,27,2954,537
12,30,2438,438
13,29,1925,416
14,25,1692,343
15,24,1632,275
16,26,1314,230
17,24,1073,208
18,22,922,153
19,8,852,163
20,18,712,122
21,11,631,114
22,11,585,114
23,14,543,87
24,6,446,83
25,8,394,85
26,4,362,52
27,9,322,50
28,7,317,56
29,3,277,34
30,7,248,34
31,3,210,32
32,5,218,31
33,2,175,33
34,7,170,35
35,5,152,26
36,6,157,20
37,4,156,14
38,5,114,15
39,1,87,15
40,1,102,14
41,4,74,10
42,2,85,8
43,2,79,12
44,2,85,7
45,1,77,11
46,1,58,5
47,1,50,13
48,2,45,8
49,2,59,7
50,0,50,4
51,1,49,1
52,2,32,0
53,1,39,4
54,0,38,3
55,1,34,6
56,2,29,4
57,0,27,3
58,1,30,4
59,1,25,2
60,0,19,2
