"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2059,172
2,27,4565,460
3,23,5719,652
4,25,5894,726
5,28,5235,810
6,20,4436,724
7,10,3550,637
8,6,3090,532
9,1,2425,454
10,4,2008,400
11,5,1638,309
12,4,1380,258
13,3,1043,247
14,0,898,180
15,1,808,153
16,3,643,121
17,2,525,128
18,1,465,95
19,0,414,93
20,1,326,74
21,1,258,58
22,1,275,61
23,0,259,41
24,1,212,41
25,1,149,36
26,0,131,32
27,2,147,24
28,2,151,32
29,0,113,21
30,1,114,16
31,0,81,17
32,0,83,14
33,2,76,17
34,1,69,16
35,0,68,13
36,2,60,13
37,0,55,6
38,1,44,6
39,1,36,7
40,0,53,9
41,0,36,6
42,1,38,2
43,0,33,3
44,2,37,4
45,0,33,6
46,4,29,3
47,1,25,9
48,2,19,2
49,1,28,2
50,0,20,3
51,0,22,1
52,0,11,0
53,2,14,3
54,0,21,2
55,1,15,2
56,1,11,1
57,1,10,1
58,0,11,0
59,0,11,1
60,0,6,1
