"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2665,218
2,54,5983,568
3,88,7466,822
4,93,7614,972
5,112,6740,1070
6,109,5642,941
7,46,4552,820
8,50,3963,733
9,57,3142,608
10,28,2589,503
11,36,2154,424
12,34,1779,353
13,42,1378,330
14,25,1189,254
15,17,1091,210
16,29,831,167
17,30,667,161
18,22,609,122
19,17,521,129
20,23,427,92
21,9,374,82
22,12,362,82
23,14,328,62
24,14,268,60
25,9,219,57
26,18,194,37
27,6,194,32
28,8,199,40
29,7,153,27
30,7,149,22
31,9,115,24
32,7,115,19
33,10,104,23
34,12,94,21
35,6,81,17
36,3,78,16
37,2,77,8
38,4,61,9
39,4,46,11
40,6,66,11
41,7,42,7
42,1,47,4
43,3,45,5
44,8,51,6
45,5,39,6
46,3,38,3
47,5,35,10
48,2,22,3
49,6,32,3
50,2,30,3
51,2,26,1
52,2,13,0
53,5,20,3
54,1,25,2
55,3,16,2
56,3,18,1
57,1,13,1
58,3,14,1
59,2,14,1
60,2,9,1
