"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,2405,195
2,186,5433,512
3,270,6667,720
4,184,6831,836
5,146,6056,923
6,167,5089,832
7,124,4073,726
8,93,3543,624
9,94,2756,518
10,94,2307,448
11,53,1883,366
12,41,1566,309
13,48,1187,285
14,37,1027,217
15,40,927,178
16,19,717,140
17,37,582,141
18,20,534,105
19,16,458,103
20,20,368,83
21,21,299,69
22,12,321,70
23,18,284,54
24,14,237,51
25,9,181,43
26,5,150,35
27,8,173,26
28,4,169,35
29,6,128,23
30,7,127,19
31,8,96,22
32,5,95,15
33,4,88,21
34,7,78,18
35,6,74,16
36,3,65,14
37,5,64,7
38,6,52,6
39,3,38,8
40,2,62,10
41,7,41,7
42,1,41,2
43,3,35,3
44,2,42,5
45,2,35,6
46,2,33,3
47,1,27,10
48,4,23,2
49,2,30,2
50,2,25,3
51,1,23,1
52,0,10,0
53,1,17,3
54,1,22,2
55,1,15,2
56,0,13,1
57,0,10,1
58,2,12,1
59,3,12,1
60,0,8,1
