"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4423,300
2,30,9979,763
3,26,11314,1006
4,35,10784,1145
5,22,9360,1249
6,28,7707,1116
7,18,6241,976
8,22,5479,884
9,12,4416,754
10,19,3591,640
11,19,3086,555
12,17,2536,450
13,5,2015,419
14,12,1783,349
15,17,1742,282
16,15,1393,239
17,12,1139,216
18,20,997,159
19,8,900,170
20,8,759,129
21,10,665,121
22,2,627,118
23,14,563,92
24,13,469,86
25,11,420,87
26,5,390,55
27,7,338,55
28,7,336,59
29,5,298,34
30,3,259,35
31,6,222,33
32,8,238,33
33,4,194,34
34,5,175,36
35,8,165,26
36,4,164,21
37,2,163,15
38,1,119,15
39,6,92,16
40,4,106,14
41,4,79,11
42,7,93,10
43,0,89,12
44,6,93,7
45,2,79,12
46,4,63,5
47,3,51,14
48,3,51,9
49,1,62,7
50,6,55,4
51,8,49,1
52,3,32,0
53,9,44,5
54,5,40,3
55,0,37,5
56,1,31,5
57,1,27,3
58,3,31,5
59,4,29,2
60,2,20,2
