"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,3526,241
2,147,7831,651
3,177,9039,899
4,170,8809,1030
5,138,7720,1148
6,95,6406,1022
7,78,5194,891
8,92,4488,796
9,74,3580,667
10,50,2904,561
11,48,2470,476
12,60,2000,389
13,38,1558,362
14,26,1358,284
15,38,1276,235
16,34,984,198
17,32,798,184
18,27,716,135
19,29,622,137
20,14,505,102
21,15,445,99
22,19,450,97
23,10,394,68
24,17,344,69
25,15,269,67
26,10,248,42
27,9,236,37
28,8,243,45
29,8,199,31
30,8,181,27
31,8,152,29
32,4,144,23
33,7,117,25
34,8,124,26
35,5,99,23
36,10,108,18
37,8,104,11
38,2,81,11
39,8,58,14
40,6,80,11
41,3,51,11
42,3,61,5
43,4,57,7
44,6,65,5
45,1,48,6
46,7,46,4
47,1,40,14
48,4,31,8
49,2,37,5
50,7,37,4
51,6,33,1
52,2,16,0
53,4,27,4
54,4,27,2
55,1,21,4
56,2,19,2
57,1,19,1
58,0,19,2
59,3,15,1
60,1,13,1
