"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4679,321
2,28,10549,804
3,26,11916,1050
4,30,11377,1182
5,35,9876,1292
6,28,8118,1149
7,14,6594,1011
8,26,5848,918
9,15,4684,782
10,19,3816,670
11,24,3296,579
12,21,2710,471
13,15,2201,436
14,15,1948,362
15,17,1896,295
16,5,1529,250
17,9,1245,225
18,12,1078,171
19,8,1006,179
20,9,840,141
21,9,723,129
22,7,695,120
23,6,615,100
24,2,509,91
25,8,475,92
26,3,440,61
27,3,374,59
28,2,371,65
29,4,335,37
30,3,286,37
31,2,238,39
32,6,259,36
33,5,222,37
34,3,194,40
35,3,186,27
36,5,191,24
37,4,186,16
38,1,135,17
39,1,104,18
40,6,128,18
41,3,91,11
42,4,100,11
43,5,97,13
44,5,102,8
45,1,91,12
46,2,69,8
47,0,57,13
48,6,54,9
49,1,67,7
50,4,60,4
51,1,61,2
52,1,40,0
53,3,49,5
54,3,47,4
55,6,42,6
56,4,36,5
57,4,33,3
58,3,34,6
59,1,33,3
60,2,24,3
