"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,4790,329
2,38,10828,820
3,29,12236,1067
4,49,11667,1191
5,46,10106,1307
6,59,8300,1163
7,66,6732,1020
8,55,5973,929
9,36,4804,791
10,35,3926,678
11,45,3387,583
12,38,2795,478
13,27,2266,442
14,38,1997,368
15,37,1953,303
16,21,1582,253
17,20,1292,227
18,24,1124,176
19,16,1037,184
20,22,871,142
21,14,750,129
22,18,716,120
23,8,633,103
24,5,522,93
25,8,488,91
26,4,449,63
27,10,385,60
28,3,386,68
29,8,336,38
30,7,297,38
31,5,239,41
32,7,265,37
33,8,232,39
34,4,202,41
35,3,192,28
36,8,202,25
37,1,187,16
38,2,137,17
39,4,107,20
40,6,134,19
41,5,97,12
42,5,110,11
43,4,98,15
44,2,104,8
45,3,94,12
46,1,68,7
47,4,63,13
48,2,56,9
49,4,66,8
50,2,61,4
51,0,60,2
52,1,45,0
53,2,48,5
54,1,48,4
55,3,44,7
56,3,36,5
57,3,37,3
58,0,34,6
59,0,31,3
60,0,25,3
