"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2106,176
2,50,4659,462
3,47,5803,652
4,42,5971,733
5,48,5308,816
6,38,4495,726
7,39,3593,639
8,26,3122,535
9,27,2425,456
10,20,2028,400
11,18,1647,310
12,23,1382,256
13,7,1043,247
14,13,898,181
15,8,800,151
16,7,635,121
17,4,525,126
18,8,466,95
19,2,415,93
20,1,324,74
21,0,258,57
22,4,273,60
23,0,255,42
24,2,209,41
25,1,148,36
26,4,130,33
27,2,145,23
28,1,152,32
29,0,113,21
30,1,113,17
31,1,80,17
32,0,84,14
33,0,77,17
34,0,68,16
35,0,68,13
36,1,58,12
37,0,58,6
38,1,45,6
39,0,35,7
40,1,54,9
41,0,36,6
42,0,38,2
43,0,32,3
44,0,38,4
45,0,33,6
46,0,31,3
47,0,24,9
48,0,19,2
49,1,28,2
50,0,20,3
51,1,21,1
52,0,10,0
53,2,14,3
54,0,20,2
55,0,13,2
56,0,12,1
57,0,10,1
58,0,12,0
59,1,9,1
60,0,6,1
