"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2230,184
2,20,4964,474
3,22,6138,665
4,37,6327,753
5,20,5616,839
6,21,4761,755
7,23,3794,662
8,25,3295,562
9,15,2577,470
10,6,2135,408
11,11,1742,326
12,11,1467,275
13,5,1099,259
14,10,936,198
15,7,852,164
16,2,663,126
17,5,545,130
18,4,495,98
19,6,431,95
20,2,347,78
21,4,276,60
22,1,288,61
23,0,264,44
24,1,220,44
25,2,163,41
26,3,140,33
27,1,156,24
28,1,160,32
29,1,114,21
30,3,124,18
31,1,87,19
32,6,91,14
33,1,86,18
34,1,71,18
35,0,71,14
36,1,58,12
37,0,61,6
38,0,46,6
39,0,37,8
40,1,54,9
41,0,39,6
42,3,41,2
43,3,35,3
44,0,38,5
45,1,35,6
46,0,34,3
47,1,24,9
48,0,20,2
49,1,29,2
50,1,22,3
51,2,22,1
52,0,10,0
53,0,15,3
54,0,22,2
55,1,14,2
56,0,12,1
57,0,10,1
58,1,12,0
59,0,12,1
60,0,8,1
