"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,3664,250
2,124,8159,668
3,126,9376,919
4,147,9119,1048
5,62,7964,1162
6,77,6612,1049
7,101,5337,899
8,90,4627,813
9,93,3690,680
10,82,3003,569
11,71,2546,494
12,43,2067,395
13,44,1613,370
14,53,1408,295
15,56,1313,243
16,47,1025,200
17,46,839,190
18,37,754,137
19,19,659,139
20,18,530,105
21,23,480,99
22,28,475,100
23,18,416,71
24,19,353,71
25,15,288,70
26,10,260,43
27,9,247,38
28,9,248,46
29,8,205,32
30,13,189,28
31,9,153,30
32,11,151,24
33,6,118,25
34,9,128,25
35,10,106,22
36,4,110,18
37,7,114,14
38,7,82,13
39,3,61,15
40,5,80,11
41,4,54,11
42,3,64,5
43,3,61,8
44,2,65,6
45,2,52,8
46,3,47,4
47,3,42,13
48,3,31,8
49,7,39,5
50,5,40,4
51,0,37,1
52,5,18,0
53,6,29,4
54,1,29,2
55,2,21,5
56,5,20,2
57,2,19,1
58,0,20,2
59,5,19,1
60,2,15,1
