"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4238,286
2,43,9506,731
3,55,10799,982
4,43,10360,1125
5,57,9000,1230
6,42,7433,1100
7,49,6010,961
8,42,5256,866
9,36,4216,740
10,25,3436,624
11,25,2934,535
12,24,2416,436
13,19,1907,415
14,25,1682,342
15,19,1622,272
16,11,1293,229
17,13,1054,208
18,5,920,152
19,9,846,162
20,9,700,122
21,5,620,114
22,11,582,114
23,3,536,87
24,7,445,82
25,6,397,82
26,9,361,51
27,12,323,50
28,7,317,56
29,4,278,34
30,6,245,34
31,1,207,32
32,1,214,31
33,3,175,33
34,2,168,35
35,2,147,25
36,3,154,20
37,2,154,14
38,3,113,15
39,1,86,15
40,2,102,14
41,2,74,10
42,0,83,8
43,2,78,12
44,2,87,7
45,1,79,11
46,0,57,5
47,2,49,13
48,2,44,8
49,1,58,7
50,1,51,4
51,0,50,1
52,2,28,0
53,1,38,4
54,1,38,3
55,1,35,6
56,2,27,3
57,0,27,2
58,2,29,4
59,2,23,2
60,1,18,2
