"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2904,223
2,58,6462,587
3,103,7859,842
4,88,7961,997
5,69,7033,1089
6,69,5858,968
7,42,4742,845
8,32,4113,754
9,35,3286,628
10,38,2673,520
11,35,2245,448
12,14,1851,370
13,20,1440,344
14,13,1230,262
15,16,1144,225
16,15,861,179
17,8,721,171
18,17,635,128
19,11,557,132
20,10,451,93
21,6,396,88
22,5,389,89
23,7,347,62
24,4,290,63
25,13,235,61
26,10,213,39
27,5,209,33
28,6,207,41
29,2,168,27
30,11,165,24
31,5,136,24
32,7,123,21
33,4,106,24
34,5,104,23
35,2,88,19
36,9,89,16
37,2,84,8
38,1,67,10
39,5,55,11
40,3,68,11
41,4,45,8
42,1,52,4
43,2,49,6
44,4,53,6
45,4,44,6
46,3,42,3
47,5,37,12
48,5,24,5
49,0,32,3
50,4,33,4
51,2,28,1
52,3,14,0
53,2,24,3
54,3,25,2
55,3,20,3
56,2,18,1
57,2,14,1
58,3,17,2
59,2,14,1
60,2,9,1
