"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2230,184
2,17,4960,474
3,24,6133,665
4,23,6318,752
5,26,5614,839
6,30,4758,755
7,32,3790,662
8,18,3296,562
9,12,2575,470
10,10,2132,408
11,11,1741,326
12,5,1467,275
13,11,1098,259
14,8,936,198
15,2,851,164
16,5,662,126
17,7,544,130
18,6,495,98
19,2,430,95
20,4,348,78
21,2,276,60
22,0,287,61
23,1,264,44
24,2,219,44
25,5,164,41
26,1,140,33
27,0,156,24
28,1,160,32
29,3,117,21
30,1,121,18
31,5,88,19
32,1,91,14
33,1,86,18
34,0,70,18
35,1,71,14
36,0,58,12
37,0,61,6
38,0,46,6
39,1,37,8
40,0,54,9
41,4,38,6
42,3,42,2
43,0,34,3
44,1,40,5
45,0,33,6
46,1,34,3
47,0,24,9
48,1,20,2
49,1,29,2
50,2,22,3
51,0,22,1
52,0,10,0
53,0,15,3
54,1,22,2
55,0,14,2
56,0,12,1
57,1,11,1
58,0,12,0
59,0,13,1
60,0,6,1
