"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4049,276
2,42,9084,709
3,73,10358,966
4,48,9978,1101
5,34,8677,1210
6,53,7198,1086
7,40,5784,940
8,56,5064,849
9,47,4054,720
10,52,3302,604
11,27,2819,523
12,30,2302,417
13,24,1822,400
14,23,1601,330
15,24,1527,266
16,27,1206,224
17,32,983,202
18,23,875,144
19,20,777,153
20,14,648,119
21,22,574,109
22,14,541,108
23,23,497,81
24,11,415,80
25,5,357,75
26,6,320,49
27,9,291,48
28,17,295,51
29,11,261,33
30,16,229,30
31,8,194,31
32,6,193,28
33,7,162,30
34,8,152,32
35,7,141,23
36,3,139,18
37,7,148,14
38,6,99,14
39,4,81,15
40,2,93,14
41,3,70,10
42,2,77,7
43,4,76,10
44,1,74,7
45,1,71,10
46,1,54,4
47,1,50,14
48,0,40,8
49,1,52,6
50,3,45,4
51,2,47,1
52,2,24,0
53,2,34,4
54,0,36,3
55,1,29,5
56,0,26,3
57,3,23,2
58,1,30,3
59,4,23,2
60,1,15,2
