"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,2080,173
2,46,4600,460
3,51,5749,653
4,56,5918,727
5,46,5259,811
6,23,4450,725
7,16,3562,637
8,19,3099,534
9,9,2426,454
10,7,2010,400
11,8,1641,309
12,2,1381,258
13,3,1047,247
14,0,899,180
15,4,808,153
16,2,642,121
17,3,527,128
18,0,467,95
19,3,414,93
20,3,327,74
21,1,258,58
22,1,275,61
23,0,260,41
24,1,212,41
25,1,147,36
26,1,132,32
27,0,146,24
28,0,154,32
29,1,115,21
30,0,114,17
31,0,80,17
32,2,83,14
33,0,76,17
34,0,69,16
35,0,69,13
36,0,60,13
37,2,57,6
38,1,44,6
39,0,36,7
40,2,54,9
41,0,36,6
42,2,38,2
43,1,32,3
44,0,37,4
45,0,33,6
46,1,29,3
47,0,26,9
48,1,18,2
49,0,28,2
50,3,20,3
51,1,21,1
52,1,12,0
53,1,15,3
54,0,20,2
55,0,14,2
56,0,11,1
57,2,10,1
58,0,12,0
59,1,11,1
60,1,6,1
