"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,2268,186
2,94,5058,477
3,79,6249,674
4,75,6434,760
5,48,5695,845
6,33,4832,765
7,43,3832,669
8,49,3351,573
9,38,2610,477
10,24,2159,415
11,28,1765,330
12,14,1481,277
13,8,1112,265
14,15,951,201
15,11,868,167
16,7,673,127
17,15,551,131
18,11,506,99
19,4,434,97
20,6,351,78
21,9,281,61
22,5,294,62
23,0,268,44
24,5,222,46
25,4,166,41
26,1,143,33
27,3,157,24
28,1,160,32
29,1,116,21
30,2,122,18
31,5,88,19
32,5,91,14
33,0,87,18
34,1,72,18
35,1,72,14
36,3,59,13
37,1,62,6
38,2,47,6
39,0,37,8
40,0,54,9
41,2,39,6
42,0,41,2
43,2,35,3
44,2,39,5
45,0,35,6
46,1,34,3
47,1,25,9
48,0,20,2
49,3,29,2
50,1,23,3
51,0,23,1
52,0,10,0
53,0,15,3
54,0,22,2
55,0,14,2
56,0,12,1
57,1,10,1
58,0,12,1
59,0,12,1
60,2,6,1
