"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,2129,177
2,43,4720,464
3,50,5873,654
4,46,6033,735
5,32,5382,817
6,35,4540,732
7,9,3639,645
8,17,3151,539
9,18,2451,458
10,11,2047,401
11,18,1673,313
12,12,1405,258
13,10,1056,250
14,9,911,186
15,5,806,155
16,8,641,122
17,10,528,126
18,3,473,95
19,9,414,93
20,5,327,74
21,4,261,57
22,8,277,61
23,7,255,43
24,3,213,41
25,5,151,36
26,1,131,33
27,3,147,24
28,2,152,32
29,3,112,21
30,2,116,17
31,1,81,18
32,0,85,14
33,2,77,17
34,0,68,16
35,0,67,13
36,1,58,12
37,2,59,6
38,0,45,6
39,1,35,7
40,0,54,9
41,2,37,6
42,0,38,2
43,0,32,3
44,0,38,4
45,0,33,6
46,0,31,3
47,1,24,9
48,0,19,2
49,0,28,2
50,0,20,3
51,0,21,1
52,0,10,0
53,0,14,3
54,0,20,2
55,0,13,2
56,0,12,1
57,0,11,1
58,0,11,0
59,0,10,1
60,1,6,1
