"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,2622,213
2,100,5880,556
3,137,7323,809
4,162,7478,951
5,96,6652,1047
6,55,5564,921
7,90,4486,801
8,79,3884,725
9,78,3083,594
10,57,2541,497
11,61,2103,416
12,31,1738,349
13,39,1346,324
14,53,1149,245
15,38,1058,206
16,24,802,163
17,26,647,157
18,24,596,118
19,15,505,127
20,18,417,91
21,22,370,78
22,17,357,80
23,17,319,62
24,23,268,58
25,23,208,53
26,12,182,37
27,9,187,30
28,6,189,40
29,8,144,27
30,7,143,22
31,10,112,24
32,14,111,19
33,4,95,23
34,3,90,21
35,13,79,16
36,6,73,17
37,4,74,8
38,8,60,9
39,5,45,10
40,6,64,11
41,2,43,7
42,3,45,4
43,2,42,4
44,9,50,6
45,3,39,6
46,6,37,3
47,4,32,10
48,2,22,2
49,4,32,3
50,3,27,3
51,2,26,1
52,4,13,0
53,4,19,3
54,2,24,2
55,2,17,2
56,4,15,1
57,1,12,1
58,1,15,1
59,3,15,1
60,1,10,1
