"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,3016,224
2,112,6674,595
3,128,8031,847
4,120,8068,1001
5,97,7096,1094
6,60,5903,972
7,61,4792,852
8,57,4151,759
9,33,3308,634
10,47,2696,525
11,35,2259,451
12,33,1865,373
13,24,1457,343
14,16,1239,263
15,31,1158,225
16,27,875,182
17,17,723,171
18,16,633,129
19,18,564,132
20,6,453,93
21,12,399,90
22,14,392,89
23,10,352,62
24,12,296,65
25,10,241,60
26,10,211,39
27,7,211,34
28,4,215,41
29,6,174,27
30,2,162,24
31,10,133,24
32,9,129,22
33,6,106,24
34,5,106,23
35,1,88,21
36,7,92,16
37,3,90,8
38,5,68,10
39,4,55,11
40,4,70,11
41,0,42,9
42,4,57,4
43,1,50,6
44,1,55,5
45,2,42,6
46,1,40,3
47,4,41,13
48,1,27,7
49,2,32,3
50,5,35,4
51,1,30,1
52,2,15,0
53,4,25,4
54,4,25,2
55,0,22,3
56,4,19,1
57,2,14,1
58,3,17,2
59,2,14,1
60,3,9,1
