"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4120,279
2,24,9249,716
3,33,10514,974
4,20,10140,1111
5,25,8802,1221
6,33,7297,1089
7,33,5873,950
8,30,5148,857
9,24,4130,729
10,23,3357,613
11,16,2862,527
12,13,2349,427
13,15,1853,409
14,24,1627,337
15,15,1569,269
16,19,1250,228
17,21,1004,204
18,14,898,150
19,15,814,160
20,7,670,120
21,4,593,109
22,9,559,110
23,12,515,83
24,14,432,81
25,7,376,79
26,8,337,51
27,14,306,49
28,10,302,53
29,5,269,34
30,7,235,32
31,10,202,32
32,10,204,29
33,5,166,31
34,7,159,33
35,8,144,24
36,6,149,19
37,10,151,14
38,12,105,15
39,6,86,15
40,5,95,14
41,5,71,10
42,4,80,7
43,5,75,11
44,6,82,7
45,2,77,10
46,2,55,4
47,3,50,13
48,2,41,8
49,11,56,7
50,5,47,4
51,3,48,1
52,3,25,0
53,4,35,4
54,3,38,3
55,3,30,6
56,3,27,3
57,1,25,2
58,2,30,4
59,3,24,2
60,3,17,2
