"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4112,277
2,22,9205,715
3,36,10474,970
4,27,10091,1109
5,37,8768,1219
6,29,7269,1088
7,36,5852,948
8,30,5124,853
9,27,4118,726
10,31,3337,613
11,23,2853,527
12,19,2345,427
13,16,1842,404
14,9,1620,335
15,12,1554,269
16,23,1238,227
17,19,1000,205
18,11,893,148
19,10,805,160
20,22,665,120
21,12,591,109
22,12,554,109
23,13,508,83
24,18,425,80
25,13,371,76
26,9,332,49
27,9,306,49
28,7,302,53
29,7,264,34
30,13,233,30
31,20,201,32
32,7,200,29
33,5,163,31
34,8,155,33
35,4,142,24
36,6,145,19
37,8,150,14
38,4,104,15
39,2,83,15
40,2,95,14
41,2,70,10
42,9,80,7
43,8,76,11
44,3,78,7
45,3,74,10
46,4,55,4
47,5,51,14
48,3,42,8
49,4,54,7
50,2,47,4
51,2,47,1
52,3,24,0
53,4,33,4
54,2,37,3
55,3,28,5
56,0,27,3
57,3,24,2
58,1,28,3
59,0,23,2
60,0,16,2
