"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2168,180
2,35,4869,469
3,41,6015,662
4,23,6183,746
5,31,5515,827
6,35,4659,743
7,28,3721,658
8,25,3224,553
9,23,2513,462
10,18,2081,408
11,5,1701,321
12,10,1432,266
13,13,1080,256
14,11,923,192
15,7,827,161
16,9,654,124
17,6,541,128
18,7,482,96
19,3,420,95
20,2,340,77
21,5,265,58
22,2,281,61
23,4,261,44
24,6,216,42
25,4,158,39
26,2,138,33
27,3,152,24
28,2,156,32
29,3,114,21
30,0,119,17
31,1,85,19
32,2,88,14
33,1,81,17
34,2,69,17
35,1,70,14
36,1,57,12
37,0,58,6
38,0,47,6
39,0,38,7
40,0,53,9
41,0,37,6
42,0,39,2
43,0,33,3
44,1,38,5
45,0,33,6
46,4,32,3
47,2,23,9
48,1,19,2
49,0,29,2
50,1,22,3
51,1,22,1
52,3,10,0
53,0,15,3
54,0,20,2
55,0,14,2
56,0,12,1
57,0,9,1
58,2,11,0
59,0,10,1
60,0,6,1
