"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,3227,226
2,43,7124,614
3,104,8374,873
4,106,8314,1012
5,101,7326,1121
6,93,6063,994
7,106,4950,865
8,43,4271,774
9,44,3413,639
10,72,2769,540
11,61,2332,458
12,44,1906,375
13,45,1489,350
14,38,1282,270
15,28,1190,228
16,24,907,183
17,22,748,174
18,18,655,130
19,25,577,134
20,19,473,96
21,18,410,91
22,15,410,90
23,10,359,64
24,18,306,67
25,15,246,63
26,17,227,41
27,9,218,35
28,11,221,43
29,3,181,30
30,8,168,25
31,11,140,25
32,7,135,23
33,10,109,25
34,6,110,23
35,6,96,21
36,4,93,16
37,5,94,9
38,4,76,10
39,8,58,11
40,7,73,11
41,4,46,9
42,6,61,5
43,4,52,8
44,2,59,5
45,5,44,6
46,1,41,3
47,9,40,13
48,6,27,7
49,1,34,3
50,2,36,4
51,1,29,1
52,3,16,0
53,0,24,4
54,2,26,2
55,3,21,4
56,4,18,1
57,0,14,1
58,2,18,2
59,1,13,1
60,1,11,1
