"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4419,299
2,39,9972,763
3,24,11303,1006
4,30,10778,1145
5,30,9347,1251
6,28,7700,1116
7,20,6229,976
8,18,5478,883
9,22,4416,754
10,23,3587,640
11,6,3077,556
12,14,2532,450
13,20,2012,419
14,21,1783,349
15,15,1737,282
16,24,1395,239
17,10,1136,216
18,8,993,158
19,11,904,170
20,5,756,129
21,14,662,121
22,14,626,118
23,11,563,92
24,7,469,86
25,8,416,87
26,11,389,56
27,7,340,55
28,4,333,59
29,6,294,34
30,8,262,35
31,4,223,33
32,5,232,33
33,7,197,34
34,4,175,36
35,3,162,26
36,1,163,21
37,6,162,15
38,5,120,15
39,3,91,16
40,8,106,14
41,0,82,12
42,6,92,10
43,2,88,12
44,4,95,7
45,3,80,12
46,3,63,5
47,1,51,14
48,6,48,9
49,8,63,7
50,3,55,4
51,9,51,1
52,5,32,0
53,0,44,5
54,1,40,3
55,1,37,5
56,3,32,5
57,4,28,3
58,2,30,5
59,5,28,2
60,0,20,2
