"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,4259,288
2,45,9562,736
3,49,10879,986
4,75,10429,1129
5,50,9054,1231
6,66,7466,1105
7,50,6044,960
8,51,5282,868
9,40,4232,740
10,31,3455,629
11,36,2950,536
12,30,2426,438
13,27,1913,414
14,29,1692,343
15,25,1631,275
16,20,1307,229
17,11,1063,210
18,18,922,153
19,12,851,163
20,14,709,122
21,15,627,114
22,7,584,114
23,9,539,87
24,6,446,82
25,8,397,85
26,6,361,53
27,3,321,51
28,6,316,56
29,2,279,34
30,5,245,34
31,2,209,32
32,7,220,31
33,6,176,33
34,7,169,35
35,3,152,26
36,5,155,20
37,1,154,14
38,1,113,15
39,4,88,15
40,2,102,14
41,2,75,10
42,2,84,8
43,1,78,11
44,1,85,8
45,1,77,11
46,2,59,5
47,2,50,13
48,0,44,8
49,1,58,7
50,2,52,4
51,1,51,1
52,0,30,0
53,1,37,4
54,2,38,3
55,0,34,6
56,1,30,4
57,1,28,2
58,0,29,4
59,0,24,2
60,1,19,2
