"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,2381,194
2,151,5364,506
3,170,6592,706
4,177,6749,813
5,158,5984,899
6,158,5042,806
7,91,4029,714
8,71,3492,611
9,87,2734,503
10,75,2273,441
11,69,1861,355
12,31,1548,302
13,57,1172,278
14,28,1009,213
15,22,913,175
16,30,704,137
17,27,576,141
18,16,525,103
19,22,455,102
20,22,362,82
21,12,296,68
22,7,314,68
23,8,282,51
24,9,233,50
25,12,175,42
26,9,148,35
27,9,172,26
28,6,167,35
29,5,125,22
30,9,125,19
31,7,94,21
32,7,92,15
33,7,89,19
34,5,76,18
35,3,73,14
36,2,65,14
37,7,65,7
38,1,51,6
39,3,38,8
40,2,59,10
41,6,39,7
42,2,42,2
43,1,35,3
44,3,44,5
45,2,35,6
46,2,33,3
47,1,28,10
48,0,20,2
49,1,32,2
50,1,25,3
51,1,22,1
52,0,10,0
53,0,15,3
54,3,22,2
55,4,14,2
56,0,13,1
57,0,10,1
58,0,12,1
59,2,12,1
60,0,7,1
