"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,4302,290
2,52,9678,742
3,92,11001,993
4,64,10550,1133
5,51,9126,1237
6,55,7528,1107
7,54,6087,966
8,61,5351,872
9,43,4287,743
10,44,3497,632
11,26,2977,541
12,27,2467,441
13,45,1943,417
14,22,1713,343
15,26,1650,277
16,23,1335,232
17,25,1085,210
18,14,940,155
19,12,864,163
20,17,727,123
21,16,633,117
22,16,592,115
23,14,543,87
24,17,456,84
25,14,398,85
26,3,368,52
27,7,322,52
28,3,318,56
29,12,280,34
30,10,254,35
31,6,211,32
32,6,222,31
33,3,176,33
34,7,170,35
35,6,153,26
36,6,157,20
37,4,158,14
38,3,115,15
39,2,88,15
40,2,103,14
41,9,77,10
42,5,86,8
43,4,81,12
44,4,85,7
45,3,77,11
46,1,59,5
47,2,50,14
48,3,44,8
49,2,59,7
50,2,51,4
51,3,48,1
52,3,30,0
53,1,38,4
54,1,39,3
55,1,37,5
56,1,30,4
57,0,27,3
58,1,29,4
59,0,25,2
60,1,21,2
