"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,4023,273
2,61,8993,706
3,68,10295,961
4,83,9911,1098
5,47,8627,1205
6,51,7146,1083
7,52,5754,938
8,45,5027,844
9,39,4028,719
10,47,3272,599
11,50,2793,523
12,33,2291,415
13,27,1804,397
14,21,1585,329
15,34,1515,264
16,23,1197,221
17,26,981,200
18,16,867,143
19,10,770,153
20,11,639,118
21,15,566,109
22,20,538,108
23,11,491,81
24,16,411,80
25,19,355,75
26,8,321,48
27,10,288,48
28,17,294,51
29,9,254,33
30,4,225,29
31,8,194,31
32,7,186,28
33,5,158,29
34,2,148,32
35,3,138,23
36,3,140,18
37,5,141,14
38,2,100,14
39,2,81,15
40,0,92,14
41,1,72,10
42,1,75,7
43,2,73,11
44,4,74,7
45,2,70,10
46,3,53,4
47,2,51,14
48,0,37,8
49,2,51,7
50,0,44,4
51,3,46,1
52,2,25,0
53,4,30,4
54,2,36,3
55,1,30,5
56,1,25,3
57,0,25,2
58,1,30,3
59,4,23,2
60,2,15,2
