"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1,222
2,90,2832,584
3,81,6322,835
4,67,7766,994
5,84,7885,1088
6,69,6986,965
7,28,5811,844
8,35,4703,752
9,24,4092,623
10,24,3269,517
11,23,2674,444
12,20,2235,369
13,20,1844,344
14,19,1430,262
15,18,1219,222
16,8,1138,176
17,6,856,170
18,15,712,127
19,7,631,132
20,16,552,93
21,10,452,86
22,9,391,89
23,9,388,62
24,4,345,63
25,14,282,61
26,5,237,39
27,6,212,33
28,7,204,41
29,3,210,27
30,4,167,24
31,8,161,24
32,3,135,20
33,1,123,24
34,5,106,23
35,3,105,19
36,5,88,16
37,2,90,8
38,2,81,9
39,5,68,11
40,4,51,11
41,4,69,8
42,4,42,4
43,7,52,5
44,1,49,6
45,4,51,6
46,3,41,3
47,3,40,12
48,2,36,4
49,3,25,3
50,2,31,4
51,3,33,1
52,2,27,0
53,3,14,3
54,2,24,2
55,2,25,3
56,7,19,1
57,8,19,1
58,4,14,2
59,3,16,1
60,2,14,1
NA,NA,10,NA
