"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4744,327
2,52,10682,814
3,47,12064,1059
4,49,11500,1188
5,63,9978,1303
6,63,8190,1153
7,50,6646,1015
8,55,5895,923
9,61,4728,786
10,30,3856,671
11,38,3339,582
12,30,2745,473
13,27,2227,438
14,26,1962,365
15,24,1911,300
16,25,1555,252
17,13,1260,226
18,14,1104,173
19,13,1022,180
20,12,856,142
21,12,737,129
22,10,711,120
23,17,625,101
24,1,513,90
25,7,484,91
26,10,443,62
27,8,380,59
28,10,380,65
29,7,337,38
30,10,289,37
31,1,239,39
32,8,260,37
33,5,228,37
34,6,199,41
35,9,189,27
36,4,194,24
37,3,185,16
38,2,138,17
39,2,110,19
40,2,130,19
41,0,93,12
42,3,105,11
43,2,98,16
44,5,106,9
45,0,92,12
46,0,71,8
47,3,62,14
48,3,56,9
49,2,67,7
50,1,61,4
51,2,60,2
52,3,42,0
53,0,47,5
54,0,49,4
55,5,45,6
56,3,35,5
57,1,34,3
58,2,33,6
59,4,30,3
60,1,26,3
