"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4632,317
2,18,10457,797
3,32,11825,1043
4,25,11288,1174
5,9,9804,1286
6,19,8067,1145
7,23,6556,1005
8,14,5794,911
9,13,4636,775
10,19,3768,662
11,11,3258,576
12,9,2695,467
13,11,2173,430
14,12,1929,360
15,10,1855,294
16,6,1513,250
17,14,1225,226
18,7,1067,168
19,6,990,177
20,5,827,139
21,12,718,129
22,6,684,120
23,8,608,96
24,11,497,89
25,11,468,91
26,3,429,59
27,4,369,56
28,2,363,65
29,10,327,36
30,3,279,37
31,4,235,36
32,6,257,36
33,2,218,37
34,5,191,40
35,5,183,27
36,7,184,24
37,7,182,16
38,6,134,16
39,3,101,18
40,4,120,17
41,7,88,11
42,8,99,11
43,4,96,13
44,3,102,9
45,4,88,12
46,3,69,7
47,2,56,13
48,4,58,9
49,1,66,7
50,4,58,4
51,1,59,2
52,5,40,0
53,4,48,5
54,1,47,4
55,2,40,6
56,3,35,5
57,2,31,3
58,2,32,6
59,1,31,3
60,1,23,3
