"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,4756,327
2,50,10720,814
3,72,12103,1060
4,96,11537,1189
5,50,10003,1303
6,42,8221,1153
7,57,6667,1015
8,46,5903,925
9,47,4745,788
10,39,3872,674
11,44,3352,582
12,27,2757,475
13,22,2232,438
14,22,1970,365
15,17,1923,301
16,22,1562,253
17,17,1261,226
18,20,1108,174
19,9,1030,183
20,14,860,142
21,9,735,129
22,11,713,120
23,7,628,101
24,9,517,91
25,13,485,91
26,1,445,62
27,5,381,60
28,8,381,65
29,6,337,38
30,9,292,37
31,6,242,39
32,10,263,37
33,2,230,37
34,4,198,41
35,3,187,27
36,6,197,24
37,4,185,16
38,4,139,17
39,3,107,19
40,2,128,19
41,2,97,12
42,2,107,11
43,0,97,15
44,3,104,8
45,2,93,12
46,5,72,8
47,0,61,14
48,0,56,9
49,1,65,7
50,3,62,4
51,2,62,2
52,1,43,0
53,2,46,5
54,3,49,4
55,0,42,6
56,0,35,5
57,5,37,3
58,3,32,6
59,1,32,3
60,2,26,3
