"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,4400,296
2,26,9926,759
3,39,11263,1003
4,20,10730,1141
5,34,9320,1247
6,46,7671,1113
7,36,6205,972
8,26,5458,882
9,38,4400,751
10,17,3567,640
11,22,3061,554
12,22,2523,449
13,23,2000,419
14,22,1766,346
15,23,1722,281
16,16,1382,238
17,11,1129,215
18,14,981,158
19,10,891,170
20,12,753,128
21,9,652,121
22,9,621,118
23,15,563,90
24,9,467,87
25,9,412,88
26,10,387,55
27,4,331,55
28,7,332,58
29,4,288,34
30,10,255,35
31,6,220,32
32,5,230,32
33,10,193,34
34,1,173,36
35,6,158,26
36,5,162,21
37,5,163,15
38,4,118,15
39,4,92,16
40,3,104,14
41,6,78,11
42,10,92,10
43,6,84,12
44,9,94,7
45,5,80,12
46,1,61,5
47,2,50,14
48,1,48,9
49,4,63,7
50,4,56,4
51,2,50,1
52,5,31,0
53,0,42,5
54,1,40,3
55,2,37,5
56,2,31,5
57,2,28,3
58,1,29,4
59,1,28,2
60,1,20,2
