"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,3832,264
2,15,8546,687
3,27,9798,945
4,34,9542,1076
5,17,8355,1193
6,5,6903,1068
7,19,5562,926
8,23,4844,836
9,14,3898,706
10,19,3157,585
11,16,2690,512
12,7,2192,408
13,8,1714,383
14,10,1517,312
15,13,1440,258
16,11,1128,213
17,11,923,197
18,6,825,142
19,4,725,145
20,6,609,114
21,6,535,107
22,2,514,103
23,3,461,78
24,3,391,79
25,8,326,72
26,4,295,48
27,4,274,45
28,3,278,48
29,7,240,32
30,9,205,28
31,4,177,30
32,5,175,28
33,3,142,27
34,1,137,31
35,2,126,23
36,2,129,18
37,3,133,14
38,1,89,13
39,9,74,15
40,4,89,13
41,6,65,10
42,4,71,6
43,4,69,9
44,6,69,6
45,4,66,10
46,8,49,4
47,0,49,13
48,2,36,8
49,1,43,7
50,6,43,4
51,8,46,1
52,8,23,0
53,12,30,4
54,4,32,3
55,8,27,6
56,10,25,2
57,5,21,2
58,15,24,3
59,7,24,2
60,11,13,1
