"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2175,180
2,27,4876,469
3,45,6029,662
4,54,6199,746
5,29,5528,832
6,34,4671,742
7,15,3728,660
8,22,3235,553
9,22,2521,462
10,21,2088,408
11,15,1709,321
12,14,1433,266
13,7,1083,257
14,1,923,193
15,6,829,162
16,8,656,125
17,8,540,128
18,4,486,96
19,7,423,95
20,6,340,77
21,5,267,58
22,3,281,61
23,0,261,44
24,5,216,42
25,2,157,40
26,3,137,33
27,5,151,24
28,3,158,32
29,2,115,21
30,2,121,17
31,1,84,19
32,2,87,14
33,0,81,17
34,1,70,17
35,2,70,14
36,1,57,12
37,2,58,6
38,1,47,6
39,1,37,7
40,0,53,9
41,0,38,6
42,0,39,2
43,0,33,3
44,1,39,5
45,0,33,6
46,0,32,3
47,1,23,9
48,0,19,2
49,4,29,2
50,2,22,3
51,1,22,1
52,0,10,0
53,1,14,3
54,1,20,2
55,3,13,2
56,0,13,1
57,0,9,1
58,0,12,0
59,0,10,1
60,0,6,1
