"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3870,265
2,17,8615,692
3,15,9887,949
4,33,9617,1079
5,26,8405,1196
6,26,6935,1075
7,15,5602,928
8,12,4883,838
9,11,3930,708
10,9,3178,593
11,15,2712,513
12,8,2213,409
13,14,1725,387
14,6,1533,314
15,13,1446,259
16,7,1139,214
17,1,938,200
18,8,838,142
19,1,737,146
20,5,618,116
21,6,544,107
22,9,519,105
23,4,471,78
24,0,394,79
25,4,330,74
26,5,302,48
27,6,278,45
28,4,284,49
29,5,244,33
30,2,213,28
31,1,179,30
32,3,185,28
33,2,147,27
34,3,140,31
35,4,131,23
36,3,135,18
37,0,134,14
38,5,91,14
39,2,76,15
40,3,91,14
41,4,66,10
42,1,73,7
43,4,68,9
44,2,69,6
45,1,69,10
46,1,49,4
47,1,48,13
48,1,36,8
49,1,46,7
50,1,44,4
51,1,45,1
52,0,25,0
53,1,30,4
54,3,34,3
55,5,28,6
56,2,25,3
57,3,23,2
58,1,26,3
59,0,26,2
60,1,15,2
