"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3620,248
2,64,8042,660
3,124,9261,910
4,153,9003,1040
5,152,7870,1156
6,130,6532,1037
7,65,5286,894
8,90,4586,806
9,79,3634,674
10,72,2957,569
11,70,2514,487
12,65,2046,392
13,53,1588,368
14,45,1391,292
15,24,1297,238
16,37,999,198
17,37,818,188
18,33,734,136
19,18,646,138
20,24,512,104
21,20,467,98
22,17,470,99
23,18,404,70
24,15,351,69
25,16,281,71
26,14,252,42
27,13,245,38
28,11,249,46
29,10,206,31
30,11,185,28
31,6,153,30
32,11,149,24
33,10,116,25
34,4,123,25
35,5,104,23
36,5,107,18
37,5,110,13
38,4,81,11
39,7,63,15
40,4,81,11
41,5,54,10
42,4,65,5
43,3,59,9
44,6,63,6
45,6,51,7
46,0,44,4
47,5,39,14
48,6,31,8
49,3,39,5
50,2,40,4
51,3,37,1
52,4,16,0
53,0,28,4
54,6,29,2
55,1,22,4
56,4,20,2
57,2,19,1
58,4,20,2
59,4,18,1
60,1,13,1
