"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4624,316
2,19,10433,797
3,12,11813,1042
4,16,11268,1174
5,25,9781,1287
6,11,8065,1144
7,13,6550,1006
8,12,5788,910
9,19,4627,775
10,11,3760,663
11,11,3251,575
12,17,2686,467
13,8,2169,429
14,9,1926,360
15,7,1847,292
16,18,1509,247
17,9,1219,226
18,11,1060,166
19,12,989,178
20,14,827,138
21,6,719,129
22,4,678,120
23,6,602,96
24,12,498,88
25,6,465,91
26,5,423,60
27,7,372,56
28,2,361,65
29,6,326,36
30,6,277,36
31,8,235,35
32,10,252,36
33,7,218,37
34,3,190,40
35,6,184,26
36,7,182,24
37,10,178,15
38,5,131,16
39,4,99,17
40,4,118,17
41,4,89,11
42,4,100,11
43,6,101,13
44,2,101,8
45,4,86,12
46,1,68,6
47,5,54,13
48,5,55,9
49,1,67,7
50,3,59,4
51,3,58,1
52,2,40,0
53,2,46,5
54,1,47,4
55,1,39,6
56,1,35,5
57,3,30,3
58,0,33,6
59,1,32,3
60,3,23,3
