"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,1,220
2,58,2727,577
3,102,6103,831
4,66,7597,984
5,53,7761,1082
6,83,6871,956
7,55,5725,832
8,48,4643,747
9,41,4030,614
10,47,3206,511
11,29,2628,432
12,23,2206,363
13,31,1818,336
14,21,1403,260
15,23,1196,217
16,24,1111,170
17,18,851,168
18,6,692,123
19,12,614,130
20,12,534,93
21,10,437,84
22,6,385,85
23,9,376,62
24,11,338,62
25,5,281,59
26,4,227,38
27,11,204,33
28,8,199,41
29,7,207,27
30,8,164,23
31,11,156,24
32,1,125,20
33,8,117,23
34,6,105,22
35,6,100,18
36,1,84,16
37,6,80,8
38,2,80,9
39,4,66,11
40,3,48,11
41,4,66,7
42,4,41,4
43,4,50,5
44,8,45,6
45,10,54,6
46,4,39,3
47,5,39,11
48,3,34,3
49,3,24,3
50,3,31,4
51,1,30,1
52,3,27,0
53,0,14,3
54,3,22,2
55,7,24,3
56,3,18,1
57,3,18,1
58,3,15,1
59,1,15,1
60,5,14,1
NA,NA,9,NA
