"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,2169,179
2,36,4860,469
3,34,6011,660
4,45,6172,745
5,34,5506,826
6,34,4652,743
7,27,3721,658
8,26,3218,553
9,8,2508,462
10,10,2081,408
11,15,1700,320
12,12,1429,266
13,9,1079,255
14,11,924,191
15,9,825,161
16,8,654,124
17,2,540,128
18,1,482,95
19,7,421,95
20,2,337,77
21,5,265,58
22,6,281,61
23,4,262,44
24,3,216,42
25,3,158,39
26,2,138,33
27,2,150,24
28,0,155,32
29,1,115,21
30,2,120,17
31,1,84,19
32,2,87,14
33,1,82,17
34,1,69,17
35,0,68,14
36,0,58,12
37,1,58,6
38,1,46,6
39,1,37,7
40,0,53,9
41,0,37,6
42,1,39,2
43,0,33,3
44,5,38,5
45,2,33,6
46,1,32,3
47,0,23,9
48,2,18,2
49,1,29,2
50,3,22,3
51,0,23,1
52,0,10,0
53,0,15,3
54,0,20,2
55,0,13,2
56,2,12,1
57,0,9,1
58,0,11,0
59,0,10,1
60,0,7,1
