"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,14,3930,267
2,50,8740,697
3,39,10025,954
4,68,9710,1088
5,47,8488,1197
6,26,7007,1076
7,45,5661,929
8,39,4929,840
9,24,3956,711
10,17,3205,593
11,25,2732,515
12,18,2227,410
13,13,1747,388
14,15,1552,319
15,15,1470,262
16,10,1159,219
17,12,949,199
18,13,843,142
19,4,747,147
20,3,626,116
21,9,548,107
22,10,524,106
23,2,476,78
24,6,396,79
25,5,336,75
26,6,310,49
27,4,280,47
28,5,285,49
29,3,244,33
30,3,216,29
31,5,185,30
32,4,182,28
33,2,150,28
34,1,142,31
35,6,132,23
36,1,135,18
37,4,140,14
38,2,94,14
39,6,78,15
40,2,88,14
41,3,68,10
42,0,74,7
43,2,71,10
44,1,69,7
45,2,68,10
46,4,50,4
47,4,51,13
48,0,36,8
49,3,50,7
50,2,46,4
51,1,45,1
52,4,24,0
53,3,31,4
54,0,35,3
55,2,28,6
56,2,25,3
57,3,24,2
58,3,27,3
59,0,24,2
60,1,14,2
