"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,2170,179
2,43,4863,469
3,32,6011,661
4,38,6180,745
5,41,5510,827
6,31,4655,743
7,26,3719,658
8,27,3222,553
9,23,2509,462
10,7,2079,408
11,10,1703,321
12,12,1429,266
13,11,1080,255
14,8,922,191
15,11,827,161
16,6,655,124
17,7,540,128
18,3,482,96
19,2,422,95
20,6,337,77
21,2,265,58
22,5,280,61
23,6,262,44
24,4,216,42
25,3,157,39
26,3,138,33
27,2,152,24
28,2,155,32
29,0,114,21
30,1,120,17
31,2,85,19
32,1,87,14
33,2,81,17
34,1,70,17
35,1,69,14
36,0,57,12
37,0,59,6
38,1,45,6
39,0,38,7
40,0,53,9
41,0,37,6
42,0,39,2
43,1,33,3
44,0,38,5
45,4,33,6
46,2,32,3
47,1,23,9
48,0,19,2
49,1,29,2
50,1,22,3
51,3,22,1
52,0,11,0
53,0,14,3
54,0,21,2
55,0,13,2
56,0,12,1
57,2,9,1
58,0,11,0
59,0,10,1
60,0,6,1
