"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,3748,258
2,64,8372,678
3,81,9605,933
4,79,9319,1057
5,48,8161,1173
6,35,6779,1060
7,52,5454,907
8,54,4727,821
9,56,3785,692
10,56,3084,576
11,50,2607,500
12,30,2131,401
13,21,1657,378
14,38,1462,307
15,26,1373,254
16,31,1080,203
17,32,879,192
18,44,785,140
19,18,693,142
20,23,557,110
21,28,509,102
22,18,499,102
23,30,441,74
24,20,367,73
25,30,308,71
26,12,275,43
27,12,260,43
28,11,254,47
29,21,225,32
30,16,196,28
31,13,163,30
32,15,157,25
33,12,126,25
34,8,129,25
35,17,121,22
36,15,117,18
37,7,114,14
38,8,84,13
39,6,66,15
40,7,82,11
41,5,56,10
42,6,66,5
43,5,61,9
44,8,66,6
45,5,57,9
46,4,46,4
47,4,43,13
48,6,35,8
49,5,41,5
50,3,38,4
51,3,38,1
52,5,20,0
53,1,28,4
54,3,30,3
55,3,25,5
56,3,22,2
57,2,21,2
58,1,20,2
59,2,22,1
60,1,15,1
