"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2056,172
2,17,4555,460
3,30,5715,652
4,26,5888,726
5,18,5229,810
6,10,4432,724
7,5,3547,637
8,6,3091,532
9,6,2422,454
10,5,2007,400
11,6,1638,309
12,1,1379,258
13,4,1043,247
14,3,894,180
15,2,808,153
16,0,642,121
17,1,526,128
18,1,465,95
19,1,413,93
20,0,327,74
21,1,257,58
22,1,274,61
23,1,261,41
24,0,212,41
25,2,148,36
26,2,131,32
27,0,146,24
28,1,152,32
29,0,114,21
30,0,114,16
31,2,81,17
32,1,83,14
33,0,75,17
34,2,69,16
35,0,68,13
36,1,60,13
37,1,55,6
38,0,44,6
39,0,36,7
40,1,54,9
41,0,37,6
42,2,38,2
43,0,32,3
44,4,37,4
45,1,33,6
46,2,31,3
47,1,25,9
48,0,18,2
49,0,28,2
50,0,20,3
51,2,21,1
52,0,12,0
53,1,16,3
54,1,20,2
55,1,13,2
56,0,11,1
57,0,12,1
58,0,12,0
59,2,11,1
60,0,6,1
